conflict,land,agrtit,anymitiguse,fenc,ntwh,gdan,lgtn,scrd,cley,dp,dw,elev,fc1km,fc3km,lvstkown,grzlvstkhouse,grzcattlehouse,grzgoathouse,grzlvstkforest,hht,pctmen,gender,age,ncrop,rice,soya,cotton,channa,wheat,crmgen,crfenc,crntwh,crgdan,crlgtn,crscrd,crbush,lpmgen,lpfenc,lpntwh,lpgdan,lplgtn,lpscrd,lpcley,yrsofarming,crincmloss,lpincmloss,lessrain,morerain,partcommact,localofffence,localofflight,localofftrench,conflhhtask,conflfuel,conflcrops,confldomes,conflwater,jvcarn,jvherb,fbcarn,fbherb,mrcarn,mrherb,apcarn,apherb,mycarn,myherb,jncarn,jnherb,jlcarn,jlherb,agcarn,agherb,spcarn,spherb,occarn,ocherb,nvcarn,nvherb,dccarn,dcherb,migrtnstatus,chldatndschl,obtainwood,obtaingraze,obtainntfp,intrctfd,faceconflfd,fdfuel,fdgraze,valutgr,valulprd,valupig,valuchtl,valunlgi,valusmbr,crpig,crchtl,crnlgi,crsmbr,lplprd,lptgr,rptgovcr,rptgovlp,rptgovpig,rptgovchtl,rptgovnlgi,rptgovsmbr,rptgovlprd,rptgovtgr,Ilm,less8m,totwelvem,abvtwelvem,Ilf,less8f,totwelvef,abvtwelvef,highschledu,crhh,lphh,cattleown,bufflown,goatown,comprec,Il,less8,totwelve,abvtwelve,imppa,chngpa,obtainres,freqres,conflyear,fdaccess
1,12,1,0,0,0,0,0,0,0,4.881317,0.265284,0.223213901,1.937548286,3.554566073,2,2,2,0,0,6,66.66666667,1,72,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,1,0,4,4,4,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,NA,0,0,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,1,1,0,0,0,1,0,0,5,2
1,9,1,1,0,1,1,0,1,0,4.8801,0.263592,0.223213901,1.934832655,3.552284803,4,4,3,0,0,6,33.33333333,1,40,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,10,55000,NA,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,0,NA,NA,1,1,0,0,0,0,0,NA,NA,1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,2,1,0,1,0,0,3,1,0,3,1,0,0,0,1,2,1,1,1,0,0,10,NA
1,6,1,0,0,0,0,0,0,0,5.221283,0.494633,0.223213901,1.429783197,3.687393608,3,3,3,0,1,4,75,0,70,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5000,NA,1,1,0,2,2,2,0,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,NA,NA,NA,NA,1,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,1,1,0,2,1,0,3,0,0,0,0,2,1,1,0,0,3,0,10,0
1,12,1,1,0,1,0,0,0,0,4.917548,0.503156,0.223213901,2.483451604,3.550640356,2,2,1,NA,1,6,66.66666667,0,47,4,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,47,50000,100000,1,1,0,4,4,4,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,NA,1,1,NA,NA,0,0,1,2,0,1,0,0,3,1,0,1,1,0,1,0,1,1,2,0,1,0,0,10,NA
1,5,1,1,1,1,1,0,1,1,5.0106,0.711275,0.223213901,3.369197854,3.43323383,7,7,7,0,0,6,66.66666667,1,65,6,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,40,10000,NA,1,1,0,1,1,1,0,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,2,0,2,0,0,2,1,0,3,1,0,7,0,0,1,2,2,3,0,1,1,0,0,40,6
1,4,1,1,0,1,1,0,1,0,5.00955,0.710189,0.223213901,3.376109732,3.433844377,5,5,5,0,0,5,80,0,65,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,6,NA,NA,1,1,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,0,1,1,0,1,1,1,0,2,1,0,5,0,0,0,1,2,2,0,1,1,0,0,10,0
1,5,1,1,1,1,0,1,1,0,3.747015,0.784346,0.224278687,1.987166299,5.098637774,4,4,3,1,1,5,60,1,61,3,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,60,37500,200000,NA,NA,0,1,1,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,1,0,0,1,1,0,2,1,0,3,0,1,0,0,3,2,0,NA,NA,0,0,10,2
1,3,1,1,0,1,1,0,1,0,3.78305,0.811465,0.224278687,2.832070819,5.134579764,0,0,0,0,NA,4,50,0,65,4,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,60,20000,100000,1,1,0,1,4,4,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,NA,1,NA,NA,0,1,1,0,1,1,1,0,2,1,0,0,0,0,1,1,2,2,0,NA,1,3,1,60,2
1,2,1,1,1,1,0,0,0,0,3.782745,0.812022,0.224278687,2.835086557,5.136475317,10,10,10,NA,1,4,50,0,25,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,50,30000,NA,1,1,0,1,1,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,NA,NA,1,1,1,0,0,1,0,NA,NA,1,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,4,1,0,3,5,0,0,1,1,0,10,0,0,0,3,9,1,0,1,1,1,0,10,NA
1,3,1,0,0,0,0,0,0,0,3.783096,0.812898,0.224278687,2.849278063,5.139034988,0,0,0,0,NA,2,50,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,NA,NA,1,1,NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,1,0,0,1,2,1,1,1,0,4,0,1,0,0,0,0,1,1,2,2,1,1,2,1,10,NA
0,0,NA,1,1,0,0,0,0,0,2.330553,0.231693,0.224278687,3.15922628,9.654869901,0,0,0,0,NA,7,42.85714286,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,1,1,1,1,1,1,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,NA,1,1,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,2,2,0,0,1,3,0,5,NA,NA,0,0,0,NA,1,3,5,0,1,0,2,0,NA,5
0,0,NA,1,1,0,0,1,0,0,2.356367,0.251926,0.224278687,3.198267301,9.511994083,5,5,5,0,1,3,66.66666667,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,NA,NA,NA,1,1,0,4,4,4,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,1,1,1,1,1,NA,0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,1,0,0,2,1,0,0,0,NA,NA,5,0,0,NA,4,2,0,0,1,1,5,1,NA,5
0,0,NA,0,0,0,0,0,0,0,8.192158,0.322532,0.22511956,9.901832279,28.80266953,0,0,0,0,NA,4,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,0,1,1,0,0,NA,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,1,NA,NA,0,0,0,NA,2,0,1,0,1,1,2,1,NA,0
1,3,1,0,0,0,0,0,0,0,8.23111,0.368475,0.22511956,9.529318006,28.09143383,0,NA,0,NA,NA,3,33.33333333,1,NA,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25000,NA,1,1,0,1,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,NA,0,0,NA,NA,NA,1,1,NA,1,1,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,1,1,5,0
0,0,NA,0,0,0,0,0,0,0,8.252785,0.382529,0.22511956,10.23336736,28.60183505,2,2,2,NA,1,4,50,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,1,0,2,NA,NA,2,0,0,NA,1,2,2,0,1,1,2,1,NA,0
1,1,1,1,0,1,0,0,0,1,8.254608,0.384366,0.22511956,10.24429298,28.5945197,4,4,4,0,1,6,50,1,35,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,25,10000,40000,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,NA,1,NA,1,1,2,0,1,1,0,1,0,2,1,1,4,0,0,1,2,2,1,1,1,1,3,1,20,4
0,0,NA,0,0,0,0,0,0,0,8.139095,0.269138,0.22511956,9.642821281,29.07371023,0,0,0,0,NA,6,66.66666667,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,2,NA,NA,0,0,0,NA,0,0,2,0,0,0,0,0,NA,1
1,5,1,1,0,1,0,0,0,1,7.410252,0.646812,0.2158501,44.43938139,56.95551685,4,4,4,NA,1,3,66.66666667,1,49,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,25,5000,15000,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,NA,1,NA,1,0,0,3,0,0,0,1,0,4,1,1,4,0,0,1,0,0,4,0,0,1,5,1,10,4
1,1.5,1,1,1,0,0,0,0,0,8.325892,0.416584,0.2158501,73.10866798,72.47898437,4,4,4,0,1,3,66.66666667,1,29,4,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,5000,10000,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,1,0,3,3,0,1,0,2,0,5,1,1,4,0,0,1,1,3,5,0,NA,1,2,1,50,4
1,1,1,0,0,0,0,0,0,0,9.557472,0.59344,0.2158501,41.21366528,49.26081802,3,3,3,0,1,5,40,1,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,15000,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,3,0,1,1,3,0,6,1,0,3,0,0,0,1,2,6,0,1,1,6,1,10,5
1,4,1,1,1,1,0,0,0,0,8.344388,0.297922,0.2158501,72.90217392,73.08158703,4,4,4,NA,1,5,80,1,56,3,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,50,NA,NA,1,1,1,1,NA,NA,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,2,2,0,1,1,2,0,4,1,0,4,0,0,0,2,3,4,0,1,1,1,1,10,0
0,0,NA,0,0,0,0,0,0,0,7.509809,0.684067,0.2158501,39.05004741,55.16007013,0,0,0,0,NA,6,50,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,0,0,0,1,0,0,0,NA,NA,0,0,0,NA,0,4,0,0,0,1,0,0,NA,3
1,4,1,1,1,1,1,1,1,1,7.601812,0.513745,0.2158501,35.15127216,53.57311288,4,4,4,0,1,6,50,1,31,3,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,5,25000,3000,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,1,0,2,0,0,1,0,1,3,1,1,4,0,0,0,1,1,2,1,1,0,6,1,30,0
1,3,1,1,1,0,0,0,0,0,9.60751,0.141228,0.221414904,77.44284675,77.78986684,7,7,7,NA,1,2,50,1,30,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,NA,7000,1,1,0,1,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,1,0,NA,NA,0,1,0,1,0,1,NA,NA,1,1,1,1,1,1,0,0,0,1,NA,1,NA,1,NA,1,0,1,0,0,1,0,1,0,NA,0,NA,NA,1,0,1,2,0,0,1,1,0,3,1,1,7,0,0,1,0,2,3,0,1,1,1,1,10,0
1,3,1,1,1,1,0,0,0,0,9.639608,0.129135,0.221414904,77.817394,77.6511208,4,4,4,0,1,4,50,1,22,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,50,5000,25000,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,NA,1,0,1,3,0,1,1,0,0,3,1,1,4,0,0,1,1,2,3,0,1,1,2,1,50,5
1,1,1,1,1,0,0,1,1,0,9.679828,0.202884,0.221414904,75.90641403,77.02083754,4,4,4,0,1,6,33.33333333,1,60,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,40,10000,NA,1,1,0,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,1,0,2,0,1,1,2,0,4,1,0,4,0,0,0,2,1,4,0,1,0,5,1,40,0
0,0,NA,0,0,0,0,0,0,0,9.662128,0.168484,0.221414904,76.76932431,77.29793557,0,0,0,0,NA,4,50,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,3,0,0,0,NA,NA,0,0,0,NA,0,4,0,0,1,1,0,0,NA,4
1,1,1,1,1,0,0,0,0,0,8.820133,0.310332,0.215733979,2.714509788,17.6621092,0,0,0,0,NA,4,75,1,32,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,27500,NA,0,1,0,1,1,1,0,NA,NA,NA,NA,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,NA,NA,NA,NA,0,2,3,0,0,0,2,0,5,1,0,0,0,0,0,0,2,5,0,0,1,0,0,50,0
1,9,1,1,1,0,0,0,0,0,8.839566,0.292205,0.215733979,2.749266921,17.28205,7,7,5,0,1,7,57.14285714,1,20,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,30000,NA,0,1,0,1,1,1,0,NA,NA,NA,NA,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,NA,NA,NA,NA,0,0,3,0,0,0,1,0,4,1,0,5,2,0,0,0,0,4,0,0,1,1,1,50,2
1,0.5,1,0,0,0,0,0,0,0,7.376316,0.524061,0.215733979,1.599958894,5.090763649,0,0,0,0,NA,2,100,1,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,NA,NA,1,1,0,1,NA,NA,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,1,0,1,1,1,1,0,0,10,1
1,1,1,0,0,0,0,0,0,0,7.235352,0.584263,0.215733979,1.795532773,5.431962745,2,2,2,0,1,5,20,1,58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,NA,NA,1,1,0,1,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,NA,1,1,1,0,0,0,0,1,NA,1,NA,NA,NA,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,0,1,0,0,2,0,0,0,0,1,0,2,0,0,0,2,1,0,0,1,1,2,1,10,0
1,0.741,1,1,1,1,0,1,1,0,8.895226,0.325072,0.215733979,3.849649631,17.29461317,2,2,2,0,1,5,60,1,56,2,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,35,25000,NA,NA,NA,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,3,0,1,0,0,0,3,1,0,2,0,0,0,1,0,3,0,1,1,3,1,10,4
1,1,1,1,0,1,1,1,1,0,8.818032,0.228926,0.215733979,1.667880196,16.54951918,8,8,6,0,1,5,60,1,22,2,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,10,15000,NA,NA,NA,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3,0,1,0,1,0,0,0,1,1,0,6,2,0,0,4,0,1,0,1,1,4,1,10,4
0,0.75,1,0,0,0,0,0,0,0,8.092375,0.389859,0.214669134,2.970144769,1.70669767,4,0,0,0,NA,5,40,1,65,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,NA,NA,0,0,0,5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,2,0,0,1,0,1,0,1,NA,NA,2,2,0,NA,2,2,1,0,0,1,4,1,NA,2
0,0,NA,0,0,0,0,0,0,0,8.056575,0.126734,0.214669134,1.335418773,2.441932851,0,0,0,0,NA,5,60,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,5,5,5,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,0,2,NA,NA,0,0,0,NA,0,1,2,0,0,0,0,0,NA,1
1,1.5,1,1,1,1,0,0,1,0,8.093366,0.060202,0.214669134,1.335419046,2.352665112,0,0,0,0,NA,6,50,1,38,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,2,5000,NA,0,1,1,2,2,2,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,0,0,2,0,1,0,1,0,3,1,0,0,0,0,0,1,0,3,0,1,1,0,0,2,0
0,0,NA,0,0,0,0,0,0,0,10.384357,0.753597,0.214669134,0.858352987,4.485518463,0,0,0,0,NA,4,25,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,5,5,5,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,2,1,0,2,NA,NA,0,0,0,NA,0,2,2,0,1,0,0,0,NA,0
1,3,1,1,1,1,0,1,0,0,10.734334,0.418869,0.214669134,0.858353626,4.547660382,0,0,0,0,NA,5,60,0,60,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,40,NA,NA,0,1,1,1,1,1,1,1,0,1,0,NA,NA,NA,NA,1,0,1,0,1,0,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,1,0,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,0,1,1,3,0,2,2,0,6,1,0,0,0,0,0,0,3,3,3,1,1,0,0,40,1
0,10,1,0,0,0,0,0,0,0,10.747173,0.370063,0.214669134,0.860163569,4.756943482,3,0,0,0,NA,4,50,1,84,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,NA,NA,0,0,0,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,3,1,0,1,1,0,5,NA,NA,1,2,0,NA,0,1,4,1,1,1,0,0,NA,0
0,0,NA,0,0,0,0,0,0,0,12.239605,0.470211,0.206383684,3.732394512,2.692053462,0,0,0,0,NA,5,40,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,5,5,5,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,0,0,1,1,0,0,0,NA,NA,0,0,0,NA,1,4,0,0,1,0,0,0,NA,0
1,3,1,1,0,1,0,0,0,0,12.224683,0.530611,0.206383684,3.823341957,2.692574698,4,4,2,0,0,5,60,0,40,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,30,50000,NA,0,1,0,3,3,3,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,1,0,1,0,1,2,0,0,1,1,0,2,0,0,0,2,2,1,0,1,1,0,0,30,1
1,8,1,1,0,1,0,0,0,0,12.204932,0.595308,0.206383684,3.989176201,2.701093088,0,0,0,0,NA,7,14.28571429,1,20,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,50,10000,NA,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,1,0,0,2,1,5,1,0,0,0,0,0,0,0,3,2,0,0,0,0,50,1
