conflict,land,agrtit,anymitiguse,fenc,ntwh,gdan,lgtn,scrd,cley,dp,dw,elev,fc1km,fc3km,lvstkown,grzlvstkhouse,grzcattlehouse,grzgoathouse,grzlvstkforest,hht,pctmen,gender,age,ncrop,rice,soya,cotton,channa,wheat,crmgen,crfenc,crntwh,crgdan,crlgtn,crscrd,crbush,lpmgen,lpfenc,lpntwh,lpgdan,lplgtn,lpscrd,lpcley,yrsofarming,crincmloss,lpincmloss,lessrain,morerain,partcommact,localofffence,localofflight,localofftrench,conflhhtask,conflfuel,conflcrops,confldomes,conflwater,jvcarn,jvherb,fbcarn,fbherb,mrcarn,mrherb,apcarn,apherb,mycarn,myherb,jncarn,jnherb,jlcarn,jlherb,agcarn,agherb,spcarn,spherb,occarn,ocherb,nvcarn,nvherb,dccarn,dcherb,migrtnstatus,chldatndschl,obtainwood,obtaingraze,obtainntfp,intrctfd,faceconflfd,fdfuel,fdgraze,valutgr,valulprd,valupig,valuchtl,valunlgi,valusmbr,crpig,crchtl,crnlgi,crsmbr,lplprd,lptgr,rptgovcr,rptgovlp,rptgovpig,rptgovchtl,rptgovnlgi,rptgovsmbr,rptgovlprd,rptgovtgr,Ilm,less8m,totwelvem,abvtwelvem,Ilf,less8f,totwelvef,abvtwelvef,highschledu,crhh,lphh,cattleown,bufflown,goatown,comprec,Il,less8,totwelve,abvtwelve,imppa,chngpa,obtainres,freqres,conflyear,fdaccess
1,3.5,1,1,1,1,0,0,0,0,4.684362,0.21694,0.214867939,3.09026523,2.635085226,5,5,5,0,0,3,66.66666667,1,63,4,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,50,9000,NA,0,0,0,1,5,5,1,0,1,0,0,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,1,0,1,0,1,0,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,2,1,2,0,1,1,2,0,4,1,0,5,0,0,0,3,2,4,0,0,0,0,0,50,NA
1,0,NA,0,0,0,0,0,0,0,4.608999,0.19834,0.214867939,2.829560594,2.641722887,12,12,2,10,0,3,66.66666667,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,10000,1,1,0,4,4,4,0,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3,0,2,0,1,0,1,0,3,0,1,2,0,10,0,4,0,3,0,1,1,0,0,2,0
1,8,1,1,0,1,1,0,1,1,4.652658,0.16742,0.214867939,2.796350799,2.616288883,3,3,3,0,0,6,66.66666667,1,60,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,35,50000,NA,1,1,1,1,1,1,0,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,0,1,NA,1,1,NA,NA,0,1,3,0,2,1,2,0,5,1,0,3,0,0,0,2,2,5,0,0,0,0,0,10,6
1,25,1,1,0,1,0,0,0,0,3.703713,0.949843,0.214867939,2.549948938,2.175933216,7,0,0,0,NA,3,66.66666667,1,39,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,50000,NA,0,0,0,3,5,5,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,0,1,NA,1,NA,NA,NA,0,1,2,0,2,0,1,0,3,1,0,6,1,0,0,2,1,3,0,1,1,0,0,8,0
1,3,1,0,0,0,0,0,0,0,3.653361,1.007109,0.214867939,2.462430278,2.162805314,5,5,5,NA,0,3,66.66666667,1,35,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,0,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,NA,NA,0,3,1,0,0,1,1,0,2,1,1,5,0,0,1,0,4,2,0,1,1,0,0,35,5
0,0,NA,0,0,0,0,0,0,0,3.590119,1.075922,0.214867939,2.535826672,2.155020822,4,4,3,1,0,6,50,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,2,0,1,2,1,0,3,NA,NA,3,0,1,NA,2,3,3,0,1,1,0,0,NA,6
1,5,1,1,1,0,0,0,0,0,4.782888,0.747471,0.220678186,2.648902099,2.026779182,4,4,2,2,1,4,50,0,65,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,20000,NA,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,0,1,1,0,1,0,1,0,2,1,0,2,0,2,0,1,1,2,0,1,0,0,0,10,0
1,5,1,1,1,1,0,0,0,0,4.755399,0.777169,0.220678186,2.901746333,2.023388153,4,0,0,0,NA,3,66.66666667,1,37,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,25,11000,NA,0,0,0,1,NA,NA,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,0,4,0,0,0,NA,NA,NA,NA,1,1,0,0,30,0
1,5,1,1,1,1,0,0,1,0,1.528023,0.135682,0.220678186,2.663414194,20.77737268,4,4,3,1,1,4,50,1,45,5,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,25,20000,NA,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,1,1,1,1,NA,NA,1,1,0,1,0,0,2,1,0,2,1,1,3,0,1,0,1,2,2,0,1,0,0,0,10,0
0,0,NA,0,0,0,0,0,0,0,1.501589,0.099532,0.220678186,2.612239111,22.12504451,0,0,0,0,NA,6,50,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,NA,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,3,0,0,1,0,0,3,NA,NA,0,0,0,NA,0,1,3,0,0,0,2,0,NA,0
1,6,1,1,1,1,0,0,1,0,1.601294,0.240636,0.220678186,2.501997803,18.92631883,5,5,4,1,1,4,50,1,40,5,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,15,50000,NA,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,NA,0,0,NA,NA,0,1,1,0,0,2,1,0,2,1,0,4,0,1,0,0,3,2,0,0,0,0,0,10,3
1,2,1,1,0,1,0,1,0,1,1.603188,0.202143,0.220678186,2.927190353,22.23563839,0,0,0,0,NA,4,75,0,60,3,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,6000,NA,1,1,1,2,2,2,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,NA,NA,1,NA,NA,NA,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,3,1,10,6
1,1,1,1,1,1,0,0,1,0,1.226861,0.26815,0.236935011,32.54020797,32.24262542,0,0,0,0,NA,5,60,1,49,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,25,5000,NA,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,0,1,NA,1,NA,NA,NA,0,1,2,0,0,1,0,0,2,1,0,0,0,0,0,0,2,2,0,1,1,0,0,10,1
1,7,1,1,1,1,0,0,0,0,1.108096,0.168355,0.236935011,30.44432981,32.76722259,7,7,7,0,1,5,40,1,62,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,50,7500,NA,0,0,1,1,NA,NA,1,1,1,0,0,NA,NA,NA,NA,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,NA,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,0,7,0,0,1,NA,NA,NA,NA,0,0,2,1,50,0
1,6,1,1,1,1,0,0,0,0,1.317424,0.353617,0.236935011,34.61653735,31.82834738,3,3,3,0,1,4,50,1,71,4,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,60,25000,NA,0,0,0,1,NA,NA,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,NA,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,0,3,1,60,0
0,0,NA,0,0,0,0,0,0,0,1.060931,0.112958,0.236935011,30.28620282,32.59659471,3,3,3,0,1,4,75,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1,1,1,1,0,NA,NA,NA,NA,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,1,0,0,2,1,0,2,NA,NA,3,0,0,NA,0,3,2,0,1,1,9,0,NA,5
1,1,1,1,0,1,1,1,0,1,1.060199,0.113797,0.236935011,30.24064203,32.61503109,2,2,2,0,1,5,20,1,41,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,40,10000,NA,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,1,1,NA,NA,0,1,2,0,0,2,0,0,2,1,0,2,0,0,0,0,3,2,0,1,1,9,0,30,5
1,4,1,1,1,1,0,0,0,0,0.849167,0.611678,0.264957213,8.583510457,46.37493953,2,2,2,0,1,3,66.66666667,1,NA,3,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,75000,NA,0,0,0,1,NA,NA,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,0,NA,NA,NA,NA,0,0,3,1,NA,0
0,0,NA,0,0,0,0,0,0,0,0.787176,0.83668,0.264957213,8.266375365,45.35492352,0,0,0,0,NA,5,40,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,0,1,NA,NA,0,0,0,NA,1,1,1,0,1,0,0,0,NA,0
1,3,1,1,1,1,0,0,1,0,0.793997,0.83914,0.264957213,8.720334787,45.46117198,4,4,3,1,1,1,100,0,25,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,10,20000,NA,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,3,0,0,0,1,1,0,0,0,1,0,3,0,1,0,4,1,0,0,1,0,0,0,10,2
1,2,1,1,1,1,1,1,1,1,0.945888,0.538121,0.264957213,6.226034445,45.88169214,3,3,3,0,1,2,50,0,28,6,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,10,4000,NA,1,1,0,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,1,1,0,0,1,0,2,0,0,1,1,1,3,0,0,0,1,2,0,1,0,0,0,0,10,0
1,1,NA,1,0,1,0,1,0,1,0.905225,0.549988,0.264957213,7.247537983,46.2453654,0,0,0,0,NA,3,66.66666667,0,25,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10,10000,NA,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,1,0,1,0,0,2,1,0,2,1,0,0,0,0,0,1,2,2,0,1,0,0,0,20,6
1,6,1,1,1,0,0,0,1,1,0.548948,0.373949,0.233210519,69.74041746,80.48785029,1,1,1,0,1,9,55.55555556,1,32,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,20,20000,NA,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,0,0,1,0,1,1,1,1,NA,NA,0,2,0,0,1,2,1,0,1,1,0,1,0,0,1,1,4,1,0,0,1,6,1,20,6
0,1,1,1,1,0,1,0,0,0,0.557858,0.364702,0.233210519,69.59043083,80.41670482,0,0,0,0,NA,4,75,1,21,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,50,NA,NA,1,1,0,1,NA,NA,1,1,0,0,0,NA,NA,NA,NA,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,1,NA,NA,0,0,0,NA,1,0,1,0,1,0,0,0,NA,0
1,3,1,1,1,1,0,0,0,0,0.550693,0.369695,0.233210519,69.40241398,80.41228482,5,5,5,0,1,7,57.14285714,1,40,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,50,NA,NA,0,0,1,1,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,NA,NA,1,1,1,1,0,1,0,0,0,1,1,1,NA,NA,NA,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,1,2,0,1,0,0,0,2,1,1,5,0,0,0,1,1,2,0,1,1,3,1,7,0
1,2.27,1,1,0,1,0,0,0,0,0.555788,0.365254,0.233210519,69.4016791,80.38917095,4,4,4,0,1,7,57.14285714,1,43,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25,NA,NA,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,4,0,1,0,0,0,4,1,0,4,0,0,1,1,0,4,0,1,1,5,1,10,3
1,0,NA,0,0,0,0,0,0,0,0.560695,0.360463,0.233210519,69.36243552,80.35926389,0,0,0,0,NA,9,66.66666667,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,0,0,2,0,1,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,2,0,1,2
1,1,1,0,0,0,0,0,0,0,2.044561,0.147194,0.212298561,2.576176854,28.1989607,4,4,4,0,1,6,66.66666667,1,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,50000,NA,1,1,0,1,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,NA,NA,1,1,1,0,0,0,0,NA,NA,NA,NA,1,NA,1,1,1,0,1,1,0,0,0,0,0,NA,0,0,NA,NA,0,0,1,0,0,0,1,0,2,1,0,4,0,0,0,0,0,2,0,1,1,1,1,5,NA
1,5,1,1,1,1,1,0,0,0,2.0264,0.12904,0.212298561,2.584476645,28.41765788,7,7,6,0,1,4,50,1,24,4,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,50,50000,NA,0,0,0,1,1,NA,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,NA,1,1,1,0,1,0,0,1,1,1,NA,1,1,1,0,1,1,0,0,0,0,0,NA,0,0,NA,NA,1,1,1,0,1,0,0,0,1,1,0,6,0,0,0,2,1,1,0,1,1,3,1,15,0
1,5,1,0,0,0,0,0,0,0,2.024883,0.127776,0.212298561,2.59751866,28.41396438,9,9,9,0,1,9,55.55555556,1,45,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55000,NA,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,NA,NA,NA,NA,0,1,0,1,0,0,2,1,4,1,0,9,0,0,0,0,1,2,2,1,1,0,0,10,4
1,1,1,1,0,1,0,0,0,0,2.032761,0.140078,0.212298561,2.618907422,28.25450128,3,3,3,0,1,4,50,1,46,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,40,5000,NA,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,NA,NA,NA,NA,0,1,2,2,1,0,0,0,4,1,0,3,0,0,0,1,1,2,2,1,1,0,0,10,0
1,1.47,0,1,0,1,0,0,1,0,2.037936,0.148484,0.212298561,2.625551121,28.16426315,5,5,5,0,1,6,50,1,58,3,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,50,25000,10000,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,1,0,0,1,1,0,1,0,0,2,1,1,5,0,0,1,0,1,1,1,0,1,2,1,50,3
1,3.5,1,1,0,1,0,0,0,0,6.465597,1.109926,0.197121309,5.087330657,8.643759156,2,2,2,0,NA,4,25,1,34,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,12500,NA,0,1,0,1,1,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,1,0,0,1,1,0,2,1,0,2,0,0,0,0,4,2,0,0,1,0,0,15,0
1,1.235,1,0,0,0,0,0,0,0,6.464988,1.110655,0.197121309,5.089123412,8.645431176,0,0,0,0,NA,5,60,1,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10000,NA,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,2,0,0,0,4,0,6,1,0,0,0,0,0,0,0,6,0,1,1,0,0,10,4
1,2,1,1,1,0,0,0,0,0,6.449985,1.124208,0.197121309,5.159085416,8.669023975,0,0,0,0,NA,5,60,1,53,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,NA,NA,1,1,0,1,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,NA,NA,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,3,0,1,0,0,0,3,1,0,0,0,0,0,1,0,3,0,NA,NA,1,1,10,0
1,6,1,1,1,1,0,0,0,0,4.669143,0.566325,0.197121309,12.95875062,8.047477825,0,0,0,0,NA,6,66.66666667,1,54,3,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,50,12500,NA,0,1,0,1,1,1,0,NA,NA,NA,NA,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,1,0,1,0,1,0,2,1,0,0,0,0,0,1,3,2,0,0,1,0,0,50,3
1,3.75,1,0,0,0,0,0,0,0,4.679402,0.577232,0.197121309,12.96512813,8.041060856,0,0,0,0,NA,3,66.66666667,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25000,NA,1,1,0,1,1,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,1,2,1,0,1,0,4,1,0,0,0,0,0,1,1,2,2,1,1,0,0,5,1
1,2,1,0,0,0,0,0,0,0,4.7031,0.600693,0.197121309,13.01450963,8.023931621,0,0,0,0,NA,6,66.66666667,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,35000,NA,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,3,0,0,1,0,0,3,1,0,0,0,0,0,1,1,3,0,1,1,0,0,10,4
0,0,NA,0,0,0,0,0,0,0,8.353078,0.475309,0.19589218,6.407480718,8.571315631,0,0,0,0,NA,6,33.33333333,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,2,0,1,0,1,0,3,NA,NA,0,0,0,NA,2,0,3,0,1,1,5,1,NA,2
1,3,1,0,0,0,0,0,0,0,8.258293,0.27593,0.19589218,7.771756843,8.810999858,0,0,0,0,NA,4,50,1,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,5,5,5,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,0,1,0,1,0,1,1,0,2,1,0,0,0,0,1,0,2,1,1,0,1,4,1,41,0
1,8,1,1,1,1,0,0,0,0,6.962767,0.35803,0.19589218,4.277013134,9.665954802,11,11,11,0,1,5,60,0,31,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,28000,NA,0,0,0,1,1,5,1,1,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,4,0,1,1,1,4,9,1,0,11,0,0,0,1,1,5,4,0,0,2,1,50,0
0,12,1,0,0,0,0,0,0,0,6.657814,0.631152,0.19589218,10.75268091,9.524470859,9,9,8,0,1,7,42.85714286,1,NA,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,1,1,4,NA,NA,8,1,0,NA,0,0,1,3,NA,NA,0,0,NA,0
